Year,State code,Percentage of US states’ job postings in AI,State,Percentage of United States AI job postings,Relative AI hiring rate year-over-year ratio,Date,Relative AI hiring year-over-year ratio,country,Percentage of US states' job postings in AI,year,Country,Number of industrial robots (in thousands),Average investment (in millions of US dollars)
,,,,,,2/1/18,7.62%,,,,,,
,,,,,,3/1/18,-0.52%,,,,,,
,,,,,,4/1/18,2.44%,,,,,,
,,,,,,5/1/18,8.40%,,,,,,
,,,,,,6/1/18,11.75%,,,,,,
,,,,,,7/1/18,8.32%,,,,,,
,,,,,,8/1/18,9.05%,,,,,,
,,,,,,9/1/18,10.49%,,,,,,
,,,,,,10/1/18,12.23%,,,,,,
,,,,,,11/1/18,12.90%,,,,,,
,,,,,,12/1/18,10.91%,,,,,,
,,,,,,1/1/19,11.61%,,,,,,
,,,,,,2/1/19,12.93%,,,,,,
,,,,,,3/1/19,18.71%,,,,,,
,,,,,,4/1/19,17.94%,,,,,,
,,,,,,5/1/19,14.36%,,,,,,
,,,,,,6/1/19,13.71%,,,,,,
,,,,,,7/1/19,16.51%,,,,,,
,,,,,,8/1/19,16.84%,,,,,,
,,,,,,9/1/19,16.57%,,,,,,
,,,,,,10/1/19,13.95%,,,,,,
,,,,,,11/1/19,13.30%,,,,,,
,,,,,,12/1/19,14.12%,,,,,,
,,,,,,1/1/20,15.60%,,,,,,
,,,,,,2/1/20,12.72%,,,,,,
,,,,,,3/1/20,7.85%,,,,,,
,,,,,,4/1/20,10.25%,,,,,,
,,,,,,5/1/20,13.24%,,,,,,
,,,,,,6/1/20,12.32%,,,,,,
,,,,,,7/1/20,10.69%,,,,,,
,,,,,,8/1/20,10.11%,,,,,,
,,,,,,9/1/20,8.34%,,,,,,
,,,,,,10/1/20,10.95%,,,,,,
,,,,,,11/1/20,10.61%,,,,,,
,,,,,,12/1/20,12.51%,,,,,,
,,,,,,1/1/21,10.48%,,,,,,
,,,,,,2/1/21,12.65%,,,,,,
,,,,,,3/1/21,14.48%,,,,,,
,,,,,,4/1/21,12.42%,,,,,,
,,,,,,5/1/21,11.76%,,,,,,
,,,,,,6/1/21,11.86%,,,,,,
,,,,,,7/1/21,14.82%,,,,,,
,,,,,,8/1/21,15.12%,,,,,,
,,,,,,9/1/21,16.88%,,,,,,
,,,,,,10/1/21,14.51%,,,,,,
,,,,,,11/1/21,14.64%,,,,,,
,,,,,,12/1/21,13.02%,,,,,,
,,,,,,1/1/22,12.24%,,,,,,
,,,,,,2/1/22,10.95%,,,,,,
,,,,,,3/1/22,10.47%,,,,,,
,,,,,,4/1/22,9.62%,,,,,,
,,,,,,5/1/22,7.72%,,,,,,
,,,,,,6/1/22,6.40%,,,,,,
,,,,,,7/1/22,2.43%,,,,,,
,,,,,,8/1/22,1.16%,,,,,,
,,,,,,9/1/22,0.71%,,,,,,
,,,,,,10/1/22,1.60%,,,,,,
,,,,,,11/1/22,1.24%,,,,,,
,,,,,,12/1/22,0.61%,,,,,,
,,,,,,1/1/23,1.19%,,,,,,
,,,,,,2/1/23,2.16%,,,,,,
,,,,,,3/1/23,1.73%,,,,,,
,,,,,,4/1/23,2.25%,,,,,,
,,,,,,5/1/23,3.01%,,,,,,
,,,,,,6/1/23,3.86%,,,,,,
,,,,,,7/1/23,5.14%,,,,,,
,,,,,,8/1/23,5.24%,,,,,,
,,,,,,9/1/23,4.63%,,,,,,
,,,,,,10/1/23,4.50%,,,,,,
,,,,,,11/1/23,4.76%,,,,,,
,,,,,,12/1/23,6.60%,,,,,,
,,,,,,1/1/24,7.60%,,,,,,
,,,,,,2/1/24,7.21%,,,,,,
,,,,,,3/1/24,8.44%,,,,,,
,,,,,,4/1/24,9.57%,,,,,,
,,,,,,5/1/24,11.59%,,,,,,
,,,,,,6/1/24,13.41%,,,,,,
,,,,,,7/1/24,14.39%,,,,,,
,,,,,,8/1/24,15.43%,,,,,,
,,,,,,9/1/24,15.88%,,,,,,
,,,,,,10/1/24,16.07%,,,,,,
,,,,,,11/1/24,18.15%,,,,,,
,,,,,,12/1/24,19.12%,,,,,,
,,,,,,1/1/18,6.06%,,,,,,
,,,,,,2/1/18,25.36%,,,,,,
,,,,,,3/1/18,21.74%,,,,,,
,,,,,,4/1/18,17.69%,,,,,,
,,,,,,5/1/18,11.20%,,,,,,
,,,,,,6/1/18,12.48%,,,,,,
,,,,,,7/1/18,14.51%,,,,,,
,,,,,,8/1/18,16.23%,,,,,,
,,,,,,9/1/18,19.86%,,,,,,
,,,,,,10/1/18,21.20%,,,,,,
,,,,,,11/1/18,19.32%,,,,,,
,,,,,,12/1/18,20.87%,,,,,,
,,,,,,1/1/19,21.05%,,,,,,
,,,,,,2/1/19,19.59%,,,,,,
,,,,,,3/1/19,20.42%,,,,,,
,,,,,,4/1/19,22.24%,,,,,,
,,,,,,5/1/19,25.82%,,,,,,
,,,,,,6/1/19,24.78%,,,,,,
,,,,,,7/1/19,24.15%,,,,,,
,,,,,,8/1/19,22.27%,,,,,,
,,,,,,9/1/19,17.44%,,,,,,
,,,,,,10/1/19,15.60%,,,,,,
,,,,,,11/1/19,14.59%,,,,,,
,,,,,,12/1/19,12.49%,,,,,,
,,,,,,1/1/20,13.01%,,,,,,
,,,,,,2/1/20,11.34%,,,,,,
,,,,,,3/1/20,9.33%,,,,,,
,,,,,,4/1/20,6.88%,,,,,,
,,,,,,5/1/20,5.67%,,,,,,
,,,,,,6/1/20,6.11%,,,,,,
,,,,,,7/1/20,5.01%,,,,,,
,,,,,,8/1/20,5.70%,,,,,,
,,,,,,9/1/20,7.27%,,,,,,
,,,,,,10/1/20,8.15%,,,,,,
,,,,,,11/1/20,10.35%,,,,,,
,,,,,,12/1/20,9.40%,,,,,,
,,,,,,1/1/21,8.82%,,,,,,
,,,,,,2/1/21,8.41%,,,,,,
,,,,,,3/1/21,9.62%,,,,,,
,,,,,,4/1/21,11.67%,,,,,,
,,,,,,5/1/21,11.03%,,,,,,
,,,,,,6/1/21,10.32%,,,,,,
,,,,,,7/1/21,10.57%,,,,,,
,,,,,,8/1/21,10.12%,,,,,,
,,,,,,9/1/21,9.97%,,,,,,
,,,,,,10/1/21,7.52%,,,,,,
,,,,,,11/1/21,6.50%,,,,,,
,,,,,,12/1/21,6.40%,,,,,,
,,,,,,1/1/22,5.64%,,,,,,
,,,,,,2/1/22,5.51%,,,,,,
,,,,,,3/1/22,4.75%,,,,,,
,,,,,,4/1/22,2.64%,,,,,,
,,,,,,5/1/22,1.94%,,,,,,
,,,,,,6/1/22,1.51%,,,,,,
,,,,,,7/1/22,1.35%,,,,,,
,,,,,,8/1/22,0.88%,,,,,,
,,,,,,9/1/22,0.37%,,,,,,
,,,,,,10/1/22,1.28%,,,,,,
,,,,,,11/1/22,1.23%,,,,,,
,,,,,,12/1/22,0.70%,,,,,,
,,,,,,1/1/23,0.96%,,,,,,
,,,,,,2/1/23,0.90%,,,,,,
,,,,,,3/1/23,-0.28%,,,,,,
,,,,,,4/1/23,-0.40%,,,,,,
,,,,,,5/1/23,-0.80%,,,,,,
,,,,,,6/1/23,0.13%,,,,,,
,,,,,,7/1/23,-1.27%,,,,,,
,,,,,,8/1/23,-2.24%,,,,,,
,,,,,,9/1/23,-2.93%,,,,,,
,,,,,,10/1/23,-3.75%,,,,,,
,,,,,,11/1/23,-3.76%,,,,,,
,,,,,,12/1/23,-2.71%,,,,,,
,,,,,,1/1/24,-2.46%,,,,,,
,,,,,,2/1/24,-3.03%,,,,,,
,,,,,,3/1/24,-0.49%,,,,,,
,,,,,,4/1/24,1.29%,,,,,,
,,,,,,5/1/24,3.21%,,,,,,
,,,,,,6/1/24,3.43%,,,,,,
,,,,,,7/1/24,6.80%,,,,,,
,,,,,,8/1/24,8.84%,,,,,,
,,,,,,9/1/24,10.88%,,,,,,
,,,,,,10/1/24,13.62%,,,,,,
,,,,,,11/1/24,15.10%,,,,,,
,,,,,,12/1/24,18.43%,,,,,,
,,,,,,1/1/18,37.82%,,,,,,
,,,,,,2/1/18,42.89%,,,,,,
,,,,,,3/1/18,63.53%,,,,,,
,,,,,,4/1/18,44.23%,,,,,,
,,,,,,5/1/18,53.48%,,,,,,
,,,,,,6/1/18,51.99%,,,,,,
,,,,,,7/1/18,55.76%,,,,,,
,,,,,,8/1/18,52.64%,,,,,,
,,,,,,9/1/18,51.30%,,,,,,
,,,,,,10/1/18,52.74%,,,,,,
,,,,,,11/1/18,48.97%,,,,,,
,,,,,,12/1/18,47.65%,,,,,,
,,,,,,1/1/19,45.68%,,,,,,
,,,,,,2/1/19,46.39%,,,,,,
,,,,,,3/1/19,38.49%,,,,,,
,,,,,,4/1/19,43.79%,,,,,,
,,,,,,5/1/19,37.14%,,,,,,
,,,,,,6/1/19,38.31%,,,,,,
,,,,,,7/1/19,34.01%,,,,,,
,,,,,,8/1/19,34.08%,,,,,,
,,,,,,9/1/19,32.91%,,,,,,
,,,,,,10/1/19,30.15%,,,,,,
,,,,,,11/1/19,31.76%,,,,,,
,,,,,,12/1/19,31.48%,,,,,,
,,,,,,1/1/20,32.64%,,,,,,
,,,,,,2/1/20,29.17%,,,,,,
,,,,,,3/1/20,31.86%,,,,,,
,,,,,,4/1/20,33.30%,,,,,,
,,,,,,5/1/20,38.99%,,,,,,
,,,,,,6/1/20,34.40%,,,,,,
,,,,,,7/1/20,35.72%,,,,,,
,,,,,,8/1/20,35.25%,,,,,,
,,,,,,9/1/20,35.69%,,,,,,
,,,,,,10/1/20,34.45%,,,,,,
,,,,,,11/1/20,33.59%,,,,,,
,,,,,,12/1/20,34.20%,,,,,,
,,,,,,1/1/21,34.93%,,,,,,
,,,,,,2/1/21,36.26%,,,,,,
,,,,,,3/1/21,34.34%,,,,,,
,,,,,,4/1/21,28.08%,,,,,,
,,,,,,5/1/21,23.01%,,,,,,
,,,,,,6/1/21,24.99%,,,,,,
,,,,,,7/1/21,21.58%,,,,,,
,,,,,,8/1/21,20.55%,,,,,,
,,,,,,9/1/21,18.44%,,,,,,
,,,,,,10/1/21,18.29%,,,,,,
,,,,,,11/1/21,17.79%,,,,,,
,,,,,,12/1/21,15.04%,,,,,,
,,,,,,1/1/22,12.54%,,,,,,
,,,,,,2/1/22,9.87%,,,,,,
,,,,,,3/1/22,8.55%,,,,,,
,,,,,,4/1/22,10.48%,,,,,,
,,,,,,5/1/22,7.51%,,,,,,
,,,,,,6/1/22,4.79%,,,,,,
,,,,,,7/1/22,5.26%,,,,,,
,,,,,,8/1/22,2.87%,,,,,,
,,,,,,9/1/22,1.30%,,,,,,
,,,,,,10/1/22,-0.59%,,,,,,
,,,,,,11/1/22,-1.13%,,,,,,
,,,,,,12/1/22,-3.06%,,,,,,
,,,,,,1/1/23,-4.13%,,,,,,
,,,,,,2/1/23,-3.79%,,,,,,
,,,,,,3/1/23,-4.98%,,,,,,
,,,,,,4/1/23,-7.87%,,,,,,
,,,,,,5/1/23,-8.01%,,,,,,
,,,,,,6/1/23,-7.55%,,,,,,
,,,,,,7/1/23,-7.61%,,,,,,
,,,,,,8/1/23,-4.36%,,,,,,
,,,,,,9/1/23,-2.23%,,,,,,
,,,,,,10/1/23,-1.17%,,,,,,
,,,,,,11/1/23,-2.34%,,,,,,
,,,,,,12/1/23,0.65%,,,,,,
,,,,,,1/1/24,1.97%,,,,,,
,,,,,,2/1/24,2.85%,,,,,,
,,,,,,3/1/24,6.46%,,,,,,
,,,,,,4/1/24,9.40%,,,,,,
,,,,,,5/1/24,12.79%,,,,,,
,,,,,,6/1/24,14.42%,,,,,,
,,,,,,7/1/24,15.61%,,,,,,
,,,,,,8/1/24,14.74%,,,,,,
,,,,,,9/1/24,15.11%,,,,,,
,,,,,,10/1/24,16.30%,,,,,,
,,,,,,11/1/24,19.51%,,,,,,
,,,,,,12/1/24,20.36%,,,,,,
,,,,,,1/1/18,36.54%,,,,,,
,,,,,,2/1/18,35.89%,,,,,,
,,,,,,3/1/18,43.19%,,,,,,
,,,,,,4/1/18,47.91%,,,,,,
,,,,,,5/1/18,55.81%,,,,,,
,,,,,,6/1/18,51.19%,,,,,,
,,,,,,7/1/18,43.73%,,,,,,
,,,,,,8/1/18,42.74%,,,,,,
,,,,,,9/1/18,42.22%,,,,,,
,,,,,,10/1/18,39.38%,,,,,,
,,,,,,11/1/18,35.60%,,,,,,
,,,,,,12/1/18,34.48%,,,,,,
,,,,,,1/1/19,32.14%,,,,,,
,,,,,,2/1/19,32.30%,,,,,,
,,,,,,3/1/19,27.10%,,,,,,
,,,,,,4/1/19,23.99%,,,,,,
,,,,,,5/1/19,15.87%,,,,,,
,,,,,,6/1/19,16.27%,,,,,,
,,,,,,7/1/19,21.04%,,,,,,
,,,,,,8/1/19,16.49%,,,,,,
,,,,,,9/1/19,13.76%,,,,,,
,,,,,,10/1/19,16.84%,,,,,,
,,,,,,11/1/19,23.00%,,,,,,
,,,,,,12/1/19,20.89%,,,,,,
,,,,,,1/1/20,20.25%,,,,,,
,,,,,,2/1/20,15.66%,,,,,,
,,,,,,3/1/20,20.18%,,,,,,
,,,,,,4/1/20,21.19%,,,,,,
,,,,,,5/1/20,26.55%,,,,,,
,,,,,,6/1/20,24.43%,,,,,,
,,,,,,7/1/20,19.50%,,,,,,
,,,,,,8/1/20,23.36%,,,,,,
,,,,,,9/1/20,24.65%,,,,,,
,,,,,,10/1/20,22.00%,,,,,,
,,,,,,11/1/20,17.30%,,,,,,
,,,,,,12/1/20,19.65%,,,,,,
,,,,,,1/1/21,22.74%,,,,,,
,,,,,,2/1/21,27.21%,,,,,,
,,,,,,3/1/21,23.13%,,,,,,
,,,,,,4/1/21,19.34%,,,,,,
,,,,,,5/1/21,15.02%,,,,,,
,,,,,,6/1/21,14.24%,,,,,,
,,,,,,7/1/21,15.36%,,,,,,
,,,,,,8/1/21,14.11%,,,,,,
,,,,,,9/1/21,11.57%,,,,,,
,,,,,,10/1/21,9.27%,,,,,,
,,,,,,11/1/21,7.07%,,,,,,
,,,,,,12/1/21,4.01%,,,,,,
,,,,,,1/1/22,0.12%,,,,,,
,,,,,,2/1/22,-2.27%,,,,,,
,,,,,,3/1/22,-0.37%,,,,,,
,,,,,,4/1/22,0.27%,,,,,,
,,,,,,5/1/22,-0.83%,,,,,,
,,,,,,6/1/22,-0.40%,,,,,,
,,,,,,7/1/22,-0.52%,,,,,,
,,,,,,8/1/22,-2.39%,,,,,,
,,,,,,9/1/22,-0.20%,,,,,,
,,,,,,10/1/22,0.64%,,,,,,
,,,,,,11/1/22,3.47%,,,,,,
,,,,,,12/1/22,6.21%,,,,,,
,,,,,,1/1/23,7.14%,,,,,,
,,,,,,2/1/23,6.14%,,,,,,
,,,,,,3/1/23,3.85%,,,,,,
,,,,,,4/1/23,4.60%,,,,,,
,,,,,,5/1/23,7.59%,,,,,,
,,,,,,6/1/23,7.33%,,,,,,
,,,,,,7/1/23,8.20%,,,,,,
,,,,,,8/1/23,10.21%,,,,,,
,,,,,,9/1/23,9.49%,,,,,,
,,,,,,10/1/23,10.49%,,,,,,
,,,,,,11/1/23,8.50%,,,,,,
,,,,,,12/1/23,7.78%,,,,,,
,,,,,,1/1/24,9.30%,,,,,,
,,,,,,2/1/24,12.61%,,,,,,
,,,,,,3/1/24,13.52%,,,,,,
,,,,,,4/1/24,15.69%,,,,,,
,,,,,,5/1/24,13.86%,,,,,,
,,,,,,6/1/24,16.77%,,,,,,
,,,,,,7/1/24,17.13%,,,,,,
,,,,,,8/1/24,18.25%,,,,,,
,,,,,,9/1/24,20.93%,,,,,,
,,,,,,10/1/24,22.30%,,,,,,
,,,,,,11/1/24,24.40%,,,,,,
,,,,,,12/1/24,24.88%,,,,,,
,,,,,,1/1/18,14.06%,,,,,,
,,,,,,2/1/18,12.22%,,,,,,
,,,,,,3/1/18,13.94%,,,,,,
,,,,,,4/1/18,14.68%,,,,,,
,,,,,,5/1/18,13.55%,,,,,,
,,,,,,6/1/18,12.02%,,,,,,
,,,,,,7/1/18,12.80%,,,,,,
,,,,,,8/1/18,12.43%,,,,,,
,,,,,,9/1/18,12.28%,,,,,,
,,,,,,10/1/18,13.02%,,,,,,
,,,,,,11/1/18,12.68%,,,,,,
,,,,,,12/1/18,12.27%,,,,,,
,,,,,,1/1/19,11.97%,,,,,,
,,,,,,2/1/19,12.63%,,,,,,
,,,,,,3/1/19,11.93%,,,,,,
,,,,,,4/1/19,10.79%,,,,,,
,,,,,,5/1/19,11.62%,,,,,,
,,,,,,6/1/19,13.84%,,,,,,
,,,,,,7/1/19,13.62%,,,,,,
,,,,,,8/1/19,13.60%,,,,,,
,,,,,,9/1/19,13.65%,,,,,,
,,,,,,10/1/19,12.61%,,,,,,
,,,,,,11/1/19,12.32%,,,,,,
,,,,,,12/1/19,13.11%,,,,,,
,,,,,,1/1/20,13.26%,,,,,,
,,,,,,2/1/20,12.48%,,,,,,
,,,,,,3/1/20,13.06%,,,,,,
,,,,,,4/1/20,15.66%,,,,,,
,,,,,,5/1/20,16.23%,,,,,,
,,,,,,6/1/20,14.81%,,,,,,
,,,,,,7/1/20,13.50%,,,,,,
,,,,,,8/1/20,12.97%,,,,,,
,,,,,,9/1/20,12.35%,,,,,,
,,,,,,10/1/20,11.77%,,,,,,
,,,,,,11/1/20,12.25%,,,,,,
,,,,,,12/1/20,10.54%,,,,,,
,,,,,,1/1/21,10.56%,,,,,,
,,,,,,2/1/21,11.29%,,,,,,
,,,,,,3/1/21,10.40%,,,,,,
,,,,,,4/1/21,7.11%,,,,,,
,,,,,,5/1/21,4.21%,,,,,,
,,,,,,6/1/21,3.03%,,,,,,
,,,,,,7/1/21,4.62%,,,,,,
,,,,,,8/1/21,6.29%,,,,,,
,,,,,,9/1/21,7.34%,,,,,,
,,,,,,10/1/21,8.67%,,,,,,
,,,,,,11/1/21,8.94%,,,,,,
,,,,,,12/1/21,10.98%,,,,,,
,,,,,,1/1/22,10.88%,,,,,,
,,,,,,2/1/22,10.00%,,,,,,
,,,,,,3/1/22,10.40%,,,,,,
,,,,,,4/1/22,11.08%,,,,,,
,,,,,,5/1/22,12.62%,,,,,,
,,,,,,6/1/22,13.52%,,,,,,
,,,,,,7/1/22,12.74%,,,,,,
,,,,,,8/1/22,11.48%,,,,,,
,,,,,,9/1/22,10.81%,,,,,,
,,,,,,10/1/22,10.29%,,,,,,
,,,,,,11/1/22,9.72%,,,,,,
,,,,,,12/1/22,8.32%,,,,,,
,,,,,,1/1/23,7.32%,,,,,,
,,,,,,2/1/23,7.17%,,,,,,
,,,,,,3/1/23,6.83%,,,,,,
,,,,,,4/1/23,6.59%,,,,,,
,,,,,,5/1/23,5.97%,,,,,,
,,,,,,6/1/23,5.17%,,,,,,
,,,,,,7/1/23,4.32%,,,,,,
,,,,,,8/1/23,3.48%,,,,,,
,,,,,,9/1/23,2.97%,,,,,,
,,,,,,10/1/23,2.14%,,,,,,
,,,,,,11/1/23,1.50%,,,,,,
,,,,,,12/1/23,1.53%,,,,,,
,,,,,,1/1/24,2.46%,,,,,,
,,,,,,2/1/24,2.34%,,,,,,
,,,,,,3/1/24,2.61%,,,,,,
,,,,,,4/1/24,4.24%,,,,,,
,,,,,,5/1/24,5.40%,,,,,,
,,,,,,6/1/24,6.50%,,,,,,
,,,,,,7/1/24,7.93%,,,,,,
,,,,,,8/1/24,9.28%,,,,,,
,,,,,,9/1/24,9.86%,,,,,,
,,,,,,10/1/24,11.12%,,,,,,
,,,,,,11/1/24,12.51%,,,,,,
,,,,,,12/1/24,13.78%,,,,,,
,,,,,,1/1/18,16.99%,,,,,,
,,,,,,2/1/18,16.54%,,,,,,
,,,,,,3/1/18,18.38%,,,,,,
,,,,,,4/1/18,16.09%,,,,,,
,,,,,,5/1/18,17.51%,,,,,,
,,,,,,6/1/18,18.32%,,,,,,
,,,,,,7/1/18,18.31%,,,,,,
,,,,,,8/1/18,18.36%,,,,,,
,,,,,,9/1/18,18.20%,,,,,,
,,,,,,10/1/18,18.33%,,,,,,
,,,,,,11/1/18,18.61%,,,,,,
,,,,,,12/1/18,18.62%,,,,,,
,,,,,,1/1/19,18.71%,,,,,,
,,,,,,2/1/19,19.20%,,,,,,
,,,,,,3/1/19,18.92%,,,,,,
,,,,,,4/1/19,20.02%,,,,,,
,,,,,,5/1/19,19.80%,,,,,,
,,,,,,6/1/19,19.39%,,,,,,
,,,,,,7/1/19,19.37%,,,,,,
,,,,,,8/1/19,19.83%,,,,,,
,,,,,,9/1/19,20.09%,,,,,,
,,,,,,10/1/19,19.41%,,,,,,
,,,,,,11/1/19,18.84%,,,,,,
,,,,,,12/1/19,18.32%,,,,,,
,,,,,,1/1/20,17.52%,,,,,,
,,,,,,2/1/20,16.55%,,,,,,
,,,,,,3/1/20,16.67%,,,,,,
,,,,,,4/1/20,17.58%,,,,,,
,,,,,,5/1/20,19.24%,,,,,,
,,,,,,6/1/20,19.72%,,,,,,
,,,,,,7/1/20,19.09%,,,,,,
,,,,,,8/1/20,17.79%,,,,,,
,,,,,,9/1/20,16.56%,,,,,,
,,,,,,10/1/20,16.05%,,,,,,
,,,,,,11/1/20,15.86%,,,,,,
,,,,,,12/1/20,15.58%,,,,,,
,,,,,,1/1/21,16.25%,,,,,,
,,,,,,2/1/21,16.16%,,,,,,
,,,,,,3/1/21,15.03%,,,,,,
,,,,,,4/1/21,11.64%,,,,,,
,,,,,,5/1/21,6.80%,,,,,,
,,,,,,6/1/21,4.29%,,,,,,
,,,,,,7/1/21,3.96%,,,,,,
,,,,,,8/1/21,4.05%,,,,,,
,,,,,,9/1/21,4.44%,,,,,,
,,,,,,10/1/21,5.20%,,,,,,
,,,,,,11/1/21,5.22%,,,,,,
,,,,,,12/1/21,5.50%,,,,,,
,,,,,,1/1/22,4.90%,,,,,,
,,,,,,2/1/22,4.58%,,,,,,
,,,,,,3/1/22,4.23%,,,,,,
,,,,,,4/1/22,5.12%,,,,,,
,,,,,,5/1/22,8.28%,,,,,,
,,,,,,6/1/22,9.67%,,,,,,
,,,,,,7/1/22,9.53%,,,,,,
,,,,,,8/1/22,9.26%,,,,,,
,,,,,,9/1/22,8.70%,,,,,,
,,,,,,10/1/22,7.75%,,,,,,
,,,,,,11/1/22,6.05%,,,,,,
,,,,,,12/1/22,4.33%,,,,,,
,,,,,,1/1/23,3.34%,,,,,,
,,,,,,2/1/23,2.92%,,,,,,
,,,,,,3/1/23,1.84%,,,,,,
,,,,,,4/1/23,1.06%,,,,,,
,,,,,,5/1/23,-1.28%,,,,,,
,,,,,,6/1/23,-2.19%,,,,,,
,,,,,,7/1/23,-2.99%,,,,,,
,,,,,,8/1/23,-3.66%,,,,,,
,,,,,,9/1/23,-3.78%,,,,,,
,,,,,,10/1/23,-3.94%,,,,,,
,,,,,,11/1/23,-2.53%,,,,,,
,,,,,,12/1/23,-0.73%,,,,,,
,,,,,,1/1/24,0.59%,,,,,,
,,,,,,2/1/24,1.59%,,,,,,
,,,,,,3/1/24,4.36%,,,,,,
,,,,,,4/1/24,6.72%,,,,,,
,,,,,,5/1/24,9.28%,,,,,,
,,,,,,6/1/24,11.22%,,,,,,
,,,,,,7/1/24,13.92%,,,,,,
,,,,,,8/1/24,16.47%,,,,,,
,,,,,,9/1/24,18.68%,,,,,,
,,,,,,10/1/24,21.06%,,,,,,
,,,,,,11/1/24,22.96%,,,,,,
,,,,,,12/1/24,24.73%,,,,,,
,,,,,,1/1/18,-83.05%,,,,,,
,,,,,,2/1/18,-10.68%,,,,,,
,,,,,,3/1/18,17.95%,,,,,,
,,,,,,4/1/18,82.70%,,,,,,
,,,,,,5/1/18,79.49%,,,,,,
,,,,,,6/1/18,89.58%,,,,,,
,,,,,,7/1/18,90.13%,,,,,,
,,,,,,8/1/18,81.09%,,,,,,
,,,,,,9/1/18,89.45%,,,,,,
,,,,,,10/1/18,91.54%,,,,,,
,,,,,,11/1/18,81.59%,,,,,,
,,,,,,12/1/18,74.84%,,,,,,
,,,,,,1/1/19,123.50%,,,,,,
,,,,,,2/1/19,120.19%,,,,,,
,,,,,,3/1/19,120.46%,,,,,,
,,,,,,4/1/19,102.55%,,,,,,
,,,,,,5/1/19,98.54%,,,,,,
,,,,,,6/1/19,92.11%,,,,,,
,,,,,,7/1/19,85.12%,,,,,,
,,,,,,8/1/19,88.62%,,,,,,
,,,,,,9/1/19,82.87%,,,,,,
,,,,,,10/1/19,68.04%,,,,,,
,,,,,,11/1/19,66.81%,,,,,,
,,,,,,12/1/19,66.69%,,,,,,
,,,,,,1/1/20,21.24%,,,,,,
,,,,,,2/1/20,21.98%,,,,,,
,,,,,,3/1/20,15.14%,,,,,,
,,,,,,4/1/20,8.07%,,,,,,
,,,,,,5/1/20,10.79%,,,,,,
,,,,,,6/1/20,10.46%,,,,,,
,,,,,,7/1/20,9.88%,,,,,,
,,,,,,8/1/20,11.52%,,,,,,
,,,,,,9/1/20,2.22%,,,,,,
,,,,,,10/1/20,21.28%,,,,,,
,,,,,,11/1/20,35.67%,,,,,,
,,,,,,12/1/20,33.40%,,,,,,
,,,,,,1/1/21,54.17%,,,,,,
,,,,,,2/1/21,50.85%,,,,,,
,,,,,,3/1/21,55.96%,,,,,,
,,,,,,4/1/21,64.41%,,,,,,
,,,,,,5/1/21,59.22%,,,,,,
,,,,,,6/1/21,55.30%,,,,,,
,,,,,,7/1/21,57.19%,,,,,,
,,,,,,8/1/21,48.81%,,,,,,
,,,,,,9/1/21,53.92%,,,,,,
,,,,,,10/1/21,40.54%,,,,,,
,,,,,,11/1/21,25.60%,,,,,,
,,,,,,12/1/21,32.76%,,,,,,
,,,,,,1/1/22,14.21%,,,,,,
,,,,,,2/1/22,17.89%,,,,,,
,,,,,,3/1/22,14.44%,,,,,,
,,,,,,4/1/22,6.43%,,,,,,
,,,,,,5/1/22,10.33%,,,,,,
,,,,,,6/1/22,10.42%,,,,,,
,,,,,,7/1/22,13.26%,,,,,,
,,,,,,8/1/22,13.77%,,,,,,
,,,,,,9/1/22,11.23%,,,,,,
,,,,,,10/1/22,11.90%,,,,,,
,,,,,,11/1/22,19.96%,,,,,,
,,,,,,12/1/22,13.19%,,,,,,
,,,,,,1/1/23,16.63%,,,,,,
,,,,,,2/1/23,16.39%,,,,,,
,,,,,,3/1/23,15.32%,,,,,,
,,,,,,4/1/23,15.83%,,,,,,
,,,,,,5/1/23,14.59%,,,,,,
,,,,,,6/1/23,12.19%,,,,,,
,,,,,,7/1/23,6.55%,,,,,,
,,,,,,8/1/23,12.29%,,,,,,
,,,,,,9/1/23,12.48%,,,,,,
,,,,,,10/1/23,11.46%,,,,,,
,,,,,,11/1/23,10.64%,,,,,,
,,,,,,12/1/23,19.69%,,,,,,
,,,,,,1/1/24,17.84%,,,,,,
,,,,,,2/1/24,16.02%,,,,,,
,,,,,,3/1/24,16.04%,,,,,,
,,,,,,4/1/24,26.28%,,,,,,
,,,,,,5/1/24,22.31%,,,,,,
,,,,,,6/1/24,24.53%,,,,,,
,,,,,,7/1/24,28.03%,,,,,,
,,,,,,8/1/24,23.64%,,,,,,
,,,,,,9/1/24,20.74%,,,,,,
,,,,,,10/1/24,24.78%,,,,,,
,,,,,,11/1/24,21.66%,,,,,,
,,,,,,12/1/24,13.22%,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
